order_id,customer_id,product_category,product_name,quantity,unit_price,discount_pct,revenue,payment_method,order_date,delivery_date,return_status,city,state,pincode
ORD00067,CUST46819,Mobiles,iPhone 14 128GB,2,68051,5,129296.9,GPay,2023-10-01,14/01/2023,Not Returned,ahmedabad,Gujarat,
ORD00068,CUST78928,Electronics,Apple MacBook Air M2,5,43311,30,151588.5,CREDIT CARD,2023-01-10,2023-01-17,,Chennai,Tamil Nadu,288004
ORD00069,CUST13467,Electronics,OnePlus Nord CE 3,3,37356,5,106464.6,PhonePe,2023-01-10,2023-01-12,Not Returned,ahmedabad,Gujarat,606581
ORD00070,CUST38824,Furniture,Godrej Interio Study Table,5,50385,15,214136.25,GPay,2023-10-01,16-01-2023,Not Returned,Mumbai,Maharashtra,300633
ORD00071,CUST52132,Home & Kitchen,Asian Paints Royale,4,22228,15,75575.2,Wallet,2023-01-10,13/01/2023,Returned,Bangalore,Karnataka,499443
ORD00072,CUST83953,Toys,Hasbro Jenga,2,4598,25,6897,Wallet,2023-01-10,2023-01-12,Returned,Bombay,Maharashtra,457692
ORD00073,CUST20931,Sports,Nivia Basketball,5,6519,15,27705.75,Paytm,2023-01-10,2023-01-24,Returned,Chennai,Tamil Nadu,
ORD00074,CUST55570,Fashion,Allen Solly Formal Shirt,2,8969,0,17938,Net Banking,2023-10-01,18-01-2023,Refunded,DELHI,Delhi,705644
ORD00075,CUST30768,Toys,Play-Doh Creativity Set,3,1424,30,2990.4,Wallet,2023-11-01,22/01/2023,Not Returned,hyderabad,Telangana,556559
ORD00076,CUST69592,Furniture,Nilkamal Easy Chair,1,51882,20,41505.6,CREDIT CARD,2023-01-11,2023-01-16,Not Returned,CHENNAI,Tamil Nadu,232503
ORD00077,CUST97558,Fashion,Nike Air Max 270,5,11105,0,55525,COD,2023-01-11,2023-01-17,Not Returned,New Delhi,Delhi,738318
ORD00078,CUST47736,Home & Kitchen,Godrej Aer Freshener,5,19959,30,69856.5,upi,2023-01-11,14-01-2023,Not Returned,Pune,Maharashtra,361446
ORD00079,CUST86442,Furniture,Spacewood Bed Frame,2,12876,0,25752,upi,2023-11-01,20/01/2023,Not Returned,Bombay,Maharashtra,792943
ORD00080,CUST61968,Fashion,FabIndia Cotton Saree,3,7082,15,18059.1,Net Banking,2023-01-11,2023-01-23,Not Returned,New Delhi,Delhi,293890
ORD00081,CUST59319,Home & Kitchen,Philips Air Fryer HD9200,4,3476,25,10428,GPay,2023-01-11,2023-01-25,Refunded,delhi,Delhi,629632
ORD00082,CUST52278,Grocery,Saffola Gold Oil 2L,3,221,5,629.85,COD,2023-12-01,23-01-2023,Not Returned,Mumbai,Maharashtra,537789
ORD00083,CUST78618,Toys,Barbie Dreamhouse,5,381,10,1714.5,Debit Card,2023-12-01,16/01/2023,Not Returned,KOLKATA,West Bengal,627921
ORD00084,CUST25148,Toys,Hot Wheels 20 Car Pack,4,4820,5,18316,Paytm,2023-01-12,2023-01-20,Returned,Bangalore,Karnataka,322615
ORD00085,CUST61330,Sports,Nivia Basketball,3,13440,5,38304,UPI,2023-01-12,2023-01-24,Not Returned,New Delhi,Delhi,628411
ORD00086,CUST57308,Home & Kitchen,Wipro LED Bulb 9W,1,13383,5,12713.85,Debit Card,2023-12-01,14-01-2023,Not Returned,KOLKATA,West Bengal,607429
ORD00087,CUST42179,Mobiles,Redmi Note 12 Pro,2,125666,5,238765.4,CREDIT CARD,2023-12-01,23/01/2023,Not Returned,Pune,Maharashtra,490266
ORD00088,CUST98379,Grocery,Saffola Gold Oil 2L,3,1379,0,4137,CREDIT CARD,2023-01-12,2023-01-14,Not Returned,lucknow,Uttar Pradesh,593875
ORD00089,CUST47467,Beauty,Himalaya Face Wash,3,446,15,1137.3,CREDIT CARD,2023-01-13,2023-01-21,Not Returned,Bangalore,Karnataka,757931
ORD00090,CUST13385,Fashion,Levi's 511 Slim Jeans,1,12223,15,10389.55,CREDIT CARD,13-01-2023,15-01-2023,Not Returned,delhi,Delhi,394207
ORD00091,CUST49397,Grocery,Aashirvaad Atta 10kg,5,523,5,2484.25,upi,13/01/2023,26/01/2023,Not Returned,Bangalore,Karnataka,230613
ORD00092,CUST59262,Home & Kitchen,Philips Air Fryer HD9200,2,15557,10,28002.6,upi,2023-01-13,2023-01-23,Not Returned,New Delhi,Delhi,139678
ORD00093,CUST48177,Books,Deep Work - Cal Newport,3,666,20,1598.4,Wallet,2023-01-13,2023-01-23,Not Returned,hyderabad,Telangana,553670
ORD00094,CUST34822,Fashion,Zara Blazer Black,4,5941,5,22575.8,Paytm,13-01-2023,22-01-2023,Not Returned,chennai,Tamil Nadu,
ORD00095,CUST22699,Electronics,Samsung Galaxy S23,3,14032,5,39991.2,CREDIT CARD,13/01/2023,22/01/2023,Not Returned,Chennai,Tamil Nadu,627431
ORD00096,CUST20812,Toys,LEGO Classic Brick Box,2,5622,10,10119.6,CREDIT CARD,2023-01-13,2023-01-18,Not Returned,Bombay,Maharashtra,789149
ORD00097,CUST55505,Home & Kitchen,Pigeon Non-Stick Tawa,3,18106,0,54318,Paytm,2023-01-14,2023-01-19,Not Returned,hyderabad,Telangana,790202
ORD00098,CUST90760,Electronics,Samsung Galaxy S23,1,118528,5,112601.6,PhonePe,14-01-2023,20-01-2023,Not Returned,Jaipur,Rajasthan,317018
ORD00099,CUST48509,Sports,Nivia Basketball,3,7387,10,19944.9,Debit Card,2023-01-14,24/01/2023,Not Returned,ahmedabad,Gujarat,
ORD00100,CUST20177,Furniture,FurnitureKraft Dining Table,3,21484,0,64452,Wallet,2023-01-14,2023-01-18,Not Returned,Lucknow,Uttar Pradesh,314532
ORD00101,CUST19671,Beauty,Himalaya Face Wash,4,1437,0,5748,GPay,2023-01-14,2023-01-19,Returned,Bombay,Maharashtra,598864
ORD00102,CUST20983,Beauty,Maybelline Fit Me Concealer,1,2232,25,1674,CREDIT CARD,14-01-2023,25-01-2023,Not Returned,kolkata,West Bengal,237064
ORD00103,CUST79756,Electronics,JBL Flip 6 Speaker,1,30714,,21499.8,CREDIT CARD,14/01/2023,20/01/2023,Returned,chennai,Tamil Nadu,706932
ORD00104,CUST70332,Toys,Nerf Elite Blaster,3,3448,30,7240.8,CREDIT CARD,2023-01-15,2023-01-23,Returned,Hyderabad,Telangana,356290
ORD00105,CUST94227,Sports,Vector X Sports Shoes,4,5410,25,16230,CREDIT CARD,2023-01-15,2023-01-21,Not Returned,Pune,Maharashtra,334977
ORD00106,CUST59686,Books,Wings of Fire - APJ Kalam,3,445,25,1001.25,Paytm,2023-01-15,25-01-2023,Not Returned,Chennai,Tamil Nadu,
ORD00107,CUST89559,Toys,Hot Wheels 20 Car Pack,3,1400,5,3990,COD,15/01/2023,22/01/2023,Not Returned,kolkata,West Bengal,
ORD00108,CUST51039,Grocery,Fortune Sunflower Oil 5L,2,1237,30,1731.8,GPay,2023-01-15,2023-01-19,Not Returned,jaipur,Rajasthan,796444
ORD00109,CUST96287,Beauty,Biotique Bio Cleanser,2,299,0,598,Paytm,2023-01-15,2023-01-22,Not Returned,lucknow,Uttar Pradesh,782153
ORD00110,CUST65127,Grocery,Tata Salt 1kg,4,512,,1945.6,CREDIT CARD,15-01-2023,22-01-2023,Refunded,Lucknow,Uttar Pradesh,437291
ORD00111,CUST56497,Fashion,Puma Track Pants,5,2618,5,12435.5,UPI,16/01/2023,29/01/2023,Returned,ahmedabad,Gujarat,500123
ORD00112,CUST34977,Mobiles,Vivo V27,2,18165,15,30880.5,COD,2023-01-16,2023-01-27,Not Returned,ahmedabad,Gujarat,419204
ORD00113,CUST95044,Home & Kitchen,Philips Air Fryer HD9200,5,11897,20,47588,GPay,2023-01-16,2023-01-18,Not Returned,ahmedabad,Gujarat,399171
ORD00114,CUST10895,Sports,Strauss Dumbbells 5kg,1,3770,20,3016,upi,16-01-2023,24-01-2023,Not Returned,Hyderabad,Telangana,715406
ORD00115,CUST49139,Toys,Play-Doh Creativity Set,2,1732,15,2944.4,GPay,16/01/2023,20/01/2023,Not Returned,Bangalore,Karnataka,
ORD00116,CUST81613,Beauty,WOW Skin Science Shampoo,2,2804,30,3925.6,CREDIT CARD,2023-01-16,2023-01-18,Not Returned,Chennai,Tamil Nadu,784276
ORD00117,CUST46531,Grocery,Bournvita 1kg,4,295,,1121,Wallet,2023-01-16,2023-01-18,,Hyderabad,Telangana,532930
ORD00118,CUST39042,Furniture,Nilkamal Easy Chair,5,19486,10,87687,Debit Card,16-01-2023,22-01-2023,Returned,Delhi,Delhi,740212
ORD00119,CUST95816,Fashion,Levi's 511 Slim Jeans,2,3990,0,7980,COD,17/01/2023,28/01/2023,Returned,Lucknow,Uttar Pradesh,190091
ORD00120,CUST61911,Home & Kitchen,Bajaj Mixer Grinder 750W,2,23455,15,39873.5,upi,2023-01-17,2023-01-28,NOT RETURNED,Mumbai,Maharashtra,294481
ORD00121,CUST95014,Home & Kitchen,Prestige Pressure Cooker 5L,4,832,25,2496,COD,2023-01-17,2023-01-20,Not Returned,Bangalore,Karnataka,639478
ORD00122,CUST27743,Toys,Chhota Bheem Puzzle,4,3183,15,10822.2,COD,17-01-2023,20-01-2023,Not Returned,jaipur,Rajasthan,430519
ORD00123,CUST25589,Sports,Yonex Badminton Racket,5,1115,,4738.75,UPI,17/01/2023,30/01/2023,Not Returned,Delhi,Delhi,217521
ORD00124,CUST77089,Books,Ikigai,1,713,30,499.1,PhonePe,2023-01-17,2023-01-22,Not Returned,Bangalore,Karnataka,312851
ORD00125,CUST28919,Furniture,Spacewood Bed Frame,1,28823,30,20176.1,PhonePe,2023-01-17,2023-01-28,Not Returned,Bombay,Maharashtra,350215
ORD00126,CUST90605,Toys,LEGO Classic Brick Box,3,3334,15,8501.7,Paytm,18-01-2023,30-01-2023,Refunded,jaipur,Rajasthan,549888
ORD00127,CUST68531,Grocery,Amul Butter 500g,2,275,20,440,Debit Card,2023-01-18,31/01/2023,Not Returned,Bangalore,Karnataka,164306
ORD00128,CUST23734,Mobiles,Nothing Phone 2,5,86488,5,410818,PhonePe,2023-01-18,2023-01-31,Returned,pune,Maharashtra,118671
ORD00129,CUST27767,Electronics,HP Pavilion Laptop 15,2,11630,15,19771,Debit Card,2023-01-18,2023-01-26,Not Returned,CHENNAI,Tamil Nadu,731035
ORD00130,CUST54200,Books,Atomic Habits - James Clear,5,1228,15,5219,COD,18-01-2023,27-01-2023,Returned,Bombay,Maharashtra,560783
ORD00131,CUST17680,Sports,Prokyde Skipping Rope,5,5175,,21993.75,Debit Card,18/01/2023,30/01/2023,Not Returned,DELHI,Delhi,676964
ORD00132,CUST57952,Fashion,Nike Air Max 270,5,598,10,2691,GPay,2023-01-18,2023-01-29,Not Returned,DELHI,Delhi,753592
ORD00133,CUST45163,Books,Deep Work - Cal Newport,2,1789,10,3220.2,upi,2023-01-19,2023-01-27,Not Returned,Delhi,Delhi,181923
ORD00134,CUST64013,Beauty,mCaffeine Coffee Scrub,4,2221,0,8884,GPay,2023-01-19,29-01-2023,,Ahmedabad,Gujarat,475527
ORD00135,CUST46051,Sports,Yonex Badminton Racket,2,6708,5,12745.2,COD,19/01/2023,27/01/2023,Not Returned,Mumbai,Maharashtra,323472
ORD00136,CUST74169,Mobiles,OPPO Reno 8,5,90246,15,383545.5,UPI,2023-01-19,2023-01-24,Not Returned,Bangalore,Karnataka,
ORD00137,CUST61060,Beauty,Nivea Body Lotion,3,2144,0,6432,CREDIT CARD,2023-01-19,2023-01-29,Not Returned,Mumbai,Maharashtra,149567
ORD00138,CUST37200,Books,Wings of Fire - APJ Kalam,1,967,30,676.9,Wallet,19-01-2023,29-01-2023,Not Returned,lucknow,Uttar Pradesh,192460
ORD00139,CUST86305,Electronics,Realme Narzo 50,5,103841,25,389403.75,CREDIT CARD,19/01/2023,23/01/2023,Not Returned,Bangalore,Karnataka,549764
ORD00140,CUST45929,Electronics,Apple MacBook Air M2,3,22198,0,66594,Paytm,2023-01-19,2023-01-30,Not Returned,ahmedabad,Gujarat,756286
ORD00141,CUST35613,Mobiles,iQOO Neo 7,4,61702,25,185106,Debit Card,2023-01-20,2023-01-29,Not Returned,Mumbai,Maharashtra,224778
ORD00142,CUST26402,Home & Kitchen,Philips Air Fryer HD9200,5,21379,,80171.25,PhonePe,20-01-2023,22-01-2023,Not Returned,Bangalore,Karnataka,620265
ORD00143,CUST97121,Furniture,Wakefit Orthopaedic Mattress,3,36027,5,102676.95,CREDIT CARD,20/01/2023,23/01/2023,Not Returned,Bombay,Maharashtra,175538
ORD00144,CUST35196,Fashion,Zara Blazer Black,5,8964,10,40338,PhonePe,2023-01-20,2023-01-29,Not Returned,Bangalore,Karnataka,630098
ORD00145,CUST50454,Home & Kitchen,Prestige Pressure Cooker 5L,2,16310,5,30989,PhonePe,2023-01-20,2023-02-03,NOT RETURNED,delhi,Delhi,254698
ORD00146,CUST15951,Electronics,Canon EOS 1500D Camera,3,104855,0,314565,GPay,20-01-2023,29-01-2023,Not Returned,Delhi,Delhi,382610
ORD00147,CUST15382,Electronics,HP Pavilion Laptop 15,2,31783,25,47674.5,GPay,20/01/2023,27/01/2023,Returned,chennai,Tamil Nadu,543737
ORD00148,CUST70955,Grocery,Aashirvaad Atta 10kg,2,343,,651.7,Wallet,2023-01-21,2023-01-30,NOT RETURNED,Jaipur,Rajasthan,761628
ORD00149,CUST54891,Beauty,Nivea Body Lotion,3,261,10,704.7,GPay,2023-01-21,2023-01-30,Returned,Jaipur,Rajasthan,153893
ORD00150,CUST36089,Books,Deep Work - Cal Newport,1,1021,0,1021,GPay,21-01-2023,24-01-2023,Not Returned,jaipur,Rajasthan,770987
ORD00151,CUST28768,Fashion,Zara Blazer Black,3,5411,5,15421.35,CREDIT CARD,21/01/2023,25/01/2023,Not Returned,Mumbai,Maharashtra,590182
ORD00152,CUST70750,Mobiles,Samsung Galaxy A54,1,129471,30,90629.7,CREDIT CARD,2023-01-21,2023-01-29,Not Returned,DELHI,Delhi,292386
ORD00153,CUST25949,Books,Wings of Fire - APJ Kalam,5,606,30,2121,UPI,2023-01-21,2023-01-25,Not Returned,Bangalore,Karnataka,757107
ORD00154,CUST35213,Grocery,Fortune Sunflower Oil 5L,5,393,15,1670.25,COD,21-01-2023,2023-04-02,Not Returned,Bombay,Maharashtra,345999
ORD00155,CUST74521,Electronics,JBL Flip 6 Speaker,3,127323,15,324673.65,Paytm,2023-01-22,2023-03-02,,KOLKATA,West Bengal,431643
ORD00156,CUST44031,Mobiles,Realme GT Neo 5,5,73689,5,350022.75,CREDIT CARD,2023-01-22,2023-01-25,NOT RETURNED,Ahmedabad,Gujarat,777322
ORD00157,CUST73253,Electronics,Samsung Galaxy S23,4,88456,5,336132.8,COD,2023-01-22,2023-01-29,Returned,DELHI,Delhi,164424
ORD00158,CUST76454,Fashion,Allen Solly Formal Shirt,2,2446,,3669,COD,22-01-2023,25-01-2023,Not Returned,Delhi,Delhi,791871
ORD00159,CUST14915,Beauty,L'Oreal Elvive Shampoo,2,771,30,1079.4,GPay,22/01/2023,25/01/2023,Not Returned,DELHI,Delhi,690768
ORD00160,CUST27064,Books,Ikigai,1,631,25,473.25,COD,2023-01-22,2023-02-03,Returned,Mumbai,Maharashtra,255483
ORD00161,CUST23124,Books,Zero to One,5,259,10,1165.5,Debit Card,2023-01-22,2023-01-25,Refunded,Chennai,Tamil Nadu,183053
ORD00162,CUST91917,Home & Kitchen,Pigeon Non-Stick Tawa,1,8058,0,8058,Wallet,2023-01-22,27-01-2023,Not Returned,hyderabad,Telangana,411738
ORD00163,CUST88770,Mobiles,iPhone 14 128GB,2,75803,5,144025.7,COD,23/01/2023,31/01/2023,,DELHI,Delhi,646408
ORD00164,CUST76008,Furniture,Wakefit Orthopaedic Mattress,2,46128,0,92256,CREDIT CARD,2023-01-23,2023-01-30,Not Returned,Delhi,Delhi,116483
ORD00165,CUST41191,Grocery,Haldiram Bhujia 400g,5,1359,15,5775.75,COD,2023-01-23,2023-01-29,Not Returned,Mumbai,Maharashtra,
ORD00166,CUST83568,Furniture,FurnitureKraft Dining Table,4,6239,0,24956,Debit Card,23-01-2023,28-01-2023,Not Returned,lucknow,Uttar Pradesh,633758
ORD00167,CUST67081,Home & Kitchen,Hawkins Cooker 3L,4,2361,20,7555.2,upi,23/01/2023,26/01/2023,Not Returned,Jaipur,Rajasthan,164073
ORD00168,CUST86471,Fashion,Van Heusen Polo T-Shirt,5,6409,30,22431.5,Net Banking,2023-01-23,2023-02-04,Returned,hyderabad,Telangana,323045
ORD00169,CUST47092,Grocery,Bournvita 1kg,5,184,10,828,UPI,2023-01-23,2023-02-01,Returned,Mumbai,Maharashtra,290134
ORD00170,CUST15958,Beauty,WOW Skin Science Shampoo,1,1742,,1219.4,Wallet,24-01-2023,2023-07-02,Not Returned,Ahmedabad,Gujarat,754668
ORD00171,CUST66522,Furniture,Nilkamal Easy Chair,5,68603,10,308713.5,PhonePe,24/01/2023,2023-06-02,Returned,Bangalore,Karnataka,603614
